code,date,close
600549,2011-09-30,39.79
600549,2011-08-31,45.48
600549,2011-07-29,42.8
600549,2011-06-30,41.43
600549,2011-05-31,40.31
600549,2011-04-29,42.72
600549,2011-03-31,51.52
600549,2011-02-28,47.77
600549,2011-01-31,40.18
600549,2010-12-31,47.59
600549,2010-11-30,46.02
600549,2010-10-29,61.27
600549,2010-09-30,35.38
600549,2010-08-31,31.48
600549,2010-07-30,21.07
600549,2010-06-30,18.2
600549,2010-05-31,20.09
600549,2010-04-30,19.34
600549,2010-03-31,17.8
600549,2010-02-26,16.45
600549,2010-01-29,16.01
600549,2009-12-31,18.93
600549,2009-11-30,20.53
600549,2009-10-30,19.54
600549,2009-09-30,16.64
600549,2009-08-31,15.35
600549,2009-07-31,20.44
600549,2009-06-30,18.55
600549,2009-05-27,17.66
600549,2009-04-30,12.89
600549,2009-03-31,14.04
600549,2009-02-27,12.14
600549,2009-01-23,10.11
600549,2008-12-31,7.73
600549,2008-11-28,7.76
600549,2008-10-31,7.9
600549,2008-09-26,10.61
600549,2008-08-29,9.07
600549,2008-07-31,10.73
600549,2008-06-30,8.04
600549,2008-05-30,14.88
600549,2008-04-30,16.14
600549,2008-03-31,16.15
600549,2008-02-29,23.12
600549,2008-01-31,24.84
600549,2007-12-28,28.17
600549,2007-11-30,24.57
600549,2007-10-31,32.85
600549,2007-09-28,34.0
600549,2007-08-31,28.71
600549,2007-07-31,20.71
600549,2007-06-29,18.47
600549,2007-05-31,22.85
600549,2007-04-30,21.94
600549,2007-03-30,21.08
600549,2007-02-28,22.77
600549,2007-01-31,23.86
600549,2006-12-29,17.18
600549,2006-11-30,16.12
600549,2006-10-31,15.77
600549,2006-09-29,15.07
600549,2006-08-31,14.26
600549,2006-07-31,13.4
600549,2006-06-30,15.32
600549,2006-05-31,15.35
600549,2006-04-28,14.5
600549,2006-03-31,20.51
600549,2006-01-25,16.72
600549,2005-12-30,13.5
600549,2005-11-30,12.22
600549,2005-10-31,12.32
600549,2005-09-30,11.12
600549,2005-08-31,11.14
600549,2005-07-29,10.46
600549,2005-06-30,9.7
600549,2005-05-31,9.17
600549,2005-04-29,11.26
600549,2005-03-31,10.4
600549,2005-02-28,10.65
600549,2005-01-31,9.14
600549,2004-12-31,9.56
600549,2004-11-30,9.35
600549,2004-10-29,8.23
600549,2004-09-30,8.47
600549,2004-08-31,8.03
600549,2004-07-30,8.89
600549,2004-06-30,8.6
600549,2004-05-31,19.85
600549,2004-04-30,19.79
600549,2004-03-31,19.29
600549,2004-02-27,17.2
600549,2004-01-30,16.4
600549,2003-12-31,15.7
600549,2003-11-28,14.85
600549,2003-10-31,14.7
600549,2003-09-30,14.6
600549,2003-08-29,14.5
600549,2003-07-31,14.22
600549,2003-06-30,14.27
600549,2003-05-30,15.2
600549,2003-04-30,14.67
600549,2003-03-31,17.09
600549,2003-02-28,16.92
600549,2003-01-29,16.86
600549,2002-12-31,15.2
600549,2002-11-29,16.48
601992,2018-04-27,4.18
601992,2018-03-30,5.0
601992,2018-02-28,5.35
601992,2018-01-31,5.58
601992,2017-12-29,5.43
601992,2017-11-30,5.94
601992,2017-10-31,5.9
601992,2017-09-29,6.35
601992,2017-08-31,6.93
601992,2017-07-31,6.1
601992,2017-06-30,6.47
601992,2017-05-31,6.75
601992,2017-04-28,8.08
601992,2017-03-31,4.66
601992,2017-02-28,4.77
601992,2017-01-26,4.33
601992,2016-12-30,4.46
601992,2016-11-30,4.55
601992,2016-10-31,4.39
601992,2016-09-30,4.31
601992,2016-08-31,4.29
601992,2016-07-29,4.04
601992,2016-06-30,7.75
601992,2016-05-31,7.98
601992,2016-04-29,8.44
601992,2016-03-31,9.01
601992,2016-02-29,8.15
601992,2016-01-29,7.62
601992,2015-12-31,9.38
601992,2015-11-30,9.56
601992,2015-10-30,8.55
601992,2015-09-30,7.64
601992,2015-08-31,8.24
601992,2015-07-31,10.15
601992,2015-06-30,11.95
601992,2015-05-29,11.62
601992,2015-04-30,12.75
601992,2015-03-31,11.17
601992,2015-02-27,9.63
601992,2015-01-30,9.8
601992,2014-12-31,10.14
601992,2014-11-28,8.89
601992,2014-10-31,7.17
601992,2014-09-30,6.62
601992,2014-08-29,6.29
601992,2014-07-31,6.37
601992,2014-06-30,5.62
601992,2014-05-30,5.61
601992,2014-04-30,5.79
601992,2014-03-31,6.47
601992,2014-02-28,5.11
601992,2014-01-30,5.94
601992,2013-12-31,6.8
601992,2013-11-29,7.37
601992,2013-10-31,6.38
601992,2013-09-30,5.4
601992,2013-08-21,5.22
601992,2013-07-31,4.79
601992,2013-06-28,5.0
601992,2013-05-31,6.26
601992,2013-04-26,6.49
601992,2013-03-29,6.79
601992,2013-02-28,7.87
601992,2013-01-31,7.94
601992,2012-12-31,8.1
601992,2012-11-30,5.7
601992,2012-10-31,5.7
601992,2012-09-28,5.86
601992,2012-08-31,5.32
601992,2012-07-31,5.91
601992,2012-06-29,6.65
601992,2012-05-31,8.32
601992,2012-04-27,8.46
601992,2012-03-30,7.9
601992,2012-02-29,9.93
601992,2012-01-31,8.51
601992,2011-12-30,8.41
601992,2011-11-30,9.0
601992,2011-10-31,10.89
601992,2011-09-30,11.02
601992,2011-08-31,13.11
601992,2011-07-29,13.47
601992,2011-06-30,15.48
601992,2011-05-31,12.7
601992,2011-04-29,14.53
601992,2011-03-31,16.03
600297,2018-04-27,6.77
600297,2018-03-30,7.35
600297,2018-02-28,7.33
600297,2018-01-31,7.55
600297,2017-12-29,8.04
600297,2017-11-30,8.33
600297,2017-10-31,8.9
600297,2017-09-29,8.43
600297,2017-08-31,7.84
600297,2017-07-31,7.65
600297,2017-06-30,7.53
600297,2017-05-31,9.67
600297,2017-04-28,9.58
600297,2017-03-31,9.2
600297,2017-02-28,10.03
600297,2017-01-26,9.16
600297,2016-12-30,8.56
600297,2016-11-30,8.5
600297,2016-10-31,8.83
600297,2016-09-30,9.02
600297,2016-08-31,9.53
600297,2016-07-29,9.31
600297,2016-06-30,8.71
600297,2016-05-31,10.27
600297,2016-04-29,11.38
600297,2016-03-31,12.48
600297,2016-02-29,12.84
600297,2016-01-29,13.05
600297,2015-12-31,12.84
600297,2015-09-11,17.37
600297,2015-08-31,18.77
600297,2015-07-31,17.74
600297,2015-06-30,19.23
600297,2015-05-29,24.18
600297,2015-04-29,23.53
600297,2015-03-31,16.79
600297,2015-02-27,13.02
600297,2015-01-30,12.88
600297,2014-12-31,10.51
600297,2014-09-12,10.31
600297,2014-08-29,8.82
600297,2014-07-31,8.19
600297,2014-06-30,7.46
600297,2014-05-30,7.82
600297,2014-04-30,7.35
600297,2014-03-31,7.85
600297,2014-02-28,6.97
600297,2014-01-30,5.9
600297,2013-12-31,5.82
600297,2013-11-29,6.13
600297,2013-10-31,5.8
600297,2013-09-30,6.27
600297,2013-08-30,6.24
600297,2013-05-03,7.4
600297,2013-04-26,7.34
600297,2013-03-29,6.89
600297,2013-02-28,6.22
600297,2013-01-31,6.08
600297,2012-12-31,5.51
600297,2012-11-30,5.04
600297,2012-10-31,5.88
600297,2012-09-28,5.38
600297,2012-08-31,5.45
600297,2012-07-31,5.22
600297,2012-06-29,5.98
600297,2012-05-31,6.35
600297,2012-04-27,6.54
600297,2012-03-30,5.72
600297,2012-02-29,6.45
600297,2012-01-31,5.73
600297,2011-12-30,5.66
600297,2011-11-30,7.13
600297,2011-10-31,7.95
600297,2011-09-30,7.41
600297,2011-08-31,8.4
600297,2011-07-29,9.28
600297,2011-06-30,9.35
600297,2011-05-31,9.12
600297,2011-04-28,10.03
600297,2011-03-31,12.04
600297,2011-02-28,10.76
600297,2011-01-31,10.23
600297,2010-12-31,10.81
600297,2010-11-30,12.7
600297,2010-10-29,11.91
600297,2010-09-30,10.77
600297,2010-08-31,10.14
600297,2010-07-30,8.2
600297,2010-06-30,7.78
600297,2010-05-31,7.56
600297,2010-04-30,8.65
600297,2010-03-31,9.28
600297,2010-02-26,9.24
600297,2010-01-29,8.59
600297,2009-12-31,9.24
600297,2009-11-30,9.83
600297,2009-10-30,7.92
600297,2009-09-30,7.1
600297,2009-08-31,7.34
600297,2009-07-31,7.41
600297,2009-06-30,6.46
600297,2009-05-27,12.93
600297,2009-04-30,12.78
600297,2009-03-31,8.5
600297,2009-02-27,6.97
600297,2009-01-23,6.85
600297,2008-12-31,5.97
600297,2008-11-28,5.71
600297,2008-10-31,4.65
600297,2008-09-26,5.97
600297,2008-08-29,6.26
600297,2008-07-31,8.25
600297,2008-06-30,7.72
600297,2008-05-30,10.23
600297,2008-04-30,10.15
600297,2008-03-31,10.79
600297,2008-02-29,12.36
600297,2008-01-31,10.88
600297,2007-12-28,11.68
600297,2007-11-30,9.28
600297,2007-10-31,9.38
600297,2007-09-28,11.81
600297,2007-08-31,11.68
600297,2007-07-31,11.68
600297,2007-06-29,7.38
600297,2007-05-30,12.79
600297,2007-04-30,11.77
600297,2007-03-30,9.02
600297,2007-02-28,7.89
600297,2007-01-31,6.87
600297,2006-12-29,6.05
600297,2006-11-30,6.38
600297,2006-06-23,8.43
600297,2006-05-31,7.9
600297,2006-04-28,6.22
600297,2006-03-31,5.91
600297,2006-02-28,5.89
600297,2006-01-25,6.04
600297,2005-12-30,5.63
600297,2005-11-30,5.47
600297,2005-10-31,5.2
600297,2005-09-30,5.66
600297,2005-08-31,5.83
600297,2005-07-29,4.95
600297,2005-06-30,5.56
600297,2005-05-31,5.6
600297,2005-04-29,5.75
600297,2005-03-31,5.84
600297,2005-02-25,6.85
600297,2005-01-31,5.75
600297,2004-12-31,6.64
600297,2004-11-30,7.12
600297,2004-10-29,7.2
600297,2004-09-30,8.48
600297,2004-08-30,8.17
600297,2004-07-30,8.65
600297,2004-06-30,8.28
600297,2004-05-31,8.43
600297,2004-04-30,8.83
600297,2004-03-31,9.44
600297,2004-02-27,9.6
600297,2004-01-30,8.9
600297,2003-12-31,7.8
600297,2003-11-28,8.28
600297,2003-10-31,8.0
600297,2003-09-30,9.16
600297,2003-08-29,9.72
600297,2003-07-31,10.08
600297,2003-06-30,11.1
600297,2003-05-30,12.08
600297,2003-04-30,12.34
600297,2003-03-31,12.56
600297,2003-02-28,12.82
600297,2003-01-29,12.66
600297,2002-12-31,12.45
600297,2002-11-29,12.27
600297,2002-10-31,13.65
600297,2002-09-27,14.85
600297,2002-08-30,15.73
600297,2002-07-31,14.85
600297,2002-06-28,15.9
600297,2002-05-31,13.93
600297,2002-04-30,17.12
600297,2002-03-29,16.85
600297,2002-02-28,15.67
600297,2002-01-31,15.1
600297,2001-12-31,17.59
600297,2001-11-30,18.42
600297,2001-10-31,17.9
600297,2001-09-28,19.34
600297,2001-08-31,21.65
600297,2001-07-31,22.38
600297,2001-06-29,26.6
600297,2001-05-31,25.71
600297,2001-04-30,24.5
600297,2001-03-30,24.42
600297,2001-02-28,23.38
600297,2001-01-19,27.09
600297,2000-12-29,27.03
600297,2000-11-30,27.49
600015,2018-04-27,8.7
600015,2018-03-30,8.91
600015,2018-02-28,9.3
600015,2018-01-31,9.84
600015,2017-12-29,8.99
600015,2017-11-30,9.28
600015,2017-10-31,9.09
600015,2017-09-29,9.27
600015,2017-08-31,9.52
600015,2017-07-31,10.0
600015,2017-06-30,9.22
600015,2017-05-31,10.71
600015,2017-04-28,10.63
600015,2017-03-31,11.29
600015,2017-02-28,11.67
600015,2017-01-26,11.59
600015,2016-12-30,10.85
600015,2016-11-30,11.57
600015,2016-10-31,10.42
600015,2016-09-30,10.06
600015,2016-08-31,10.51
600015,2016-07-29,9.91
600015,2016-06-30,9.9
600015,2016-05-31,10.19
600015,2016-04-29,10.18
600015,2016-03-31,10.16
600015,2016-02-29,9.31
600015,2016-01-29,9.54
600015,2015-12-31,12.17
600015,2015-11-30,11.05
600015,2015-10-30,10.55
600015,2015-09-30,10.11
600015,2015-08-31,10.39
600015,2015-07-31,10.81
600015,2015-06-30,15.21
600015,2015-05-29,15.02
600015,2015-04-30,16.2
600015,2015-03-31,12.9
600015,2015-02-27,12.02
600015,2015-01-30,12.15
600015,2014-12-31,13.46
600015,2014-11-28,10.18
600015,2014-10-31,8.78
600015,2014-09-30,8.49
600015,2014-08-29,8.43
600015,2014-07-31,8.8
600015,2014-06-30,8.2
600015,2014-05-30,8.26
600015,2014-04-30,8.49
600015,2014-03-31,8.44
600015,2014-02-28,8.17
600015,2014-01-30,8.17
600015,2013-12-31,8.57
600015,2013-11-29,8.22
600015,2013-10-31,7.83
600015,2013-09-30,7.47
600015,2013-08-30,6.98
600015,2013-07-31,6.35
600015,2013-06-28,9.02
600015,2013-05-31,10.69
600015,2013-04-26,10.47
600015,2013-03-29,10.46
600015,2013-02-28,11.24
600015,2013-01-31,11.65
600015,2012-12-31,10.35
600015,2012-11-30,8.43
600015,2012-10-31,8.36
600015,2012-09-28,8.04
600015,2012-08-31,8.74
600015,2012-07-31,8.8
600015,2012-06-29,9.47
600015,2012-05-31,9.86
600015,2012-04-27,11.21
600015,2012-03-30,10.73
600015,2012-02-29,11.57
600015,2012-01-31,11.91
600015,2011-12-30,11.23
600015,2011-11-30,10.39
600015,2011-10-31,11.1
600015,2011-09-30,10.11
600015,2011-08-31,10.54
600015,2011-07-29,10.3
600015,2011-06-30,10.87
600015,2011-05-31,12.37
600015,2011-04-29,12.52
600015,2011-03-31,12.55
600015,2011-02-28,11.41
600015,2011-01-31,11.15
600015,2010-12-31,10.9
600015,2010-11-30,11.02
600015,2010-10-29,12.95
600015,2010-09-30,10.8
600015,2010-08-31,11.7
600015,2010-07-30,12.31
600015,2010-06-30,11.12
600015,2010-05-31,10.54
600015,2010-04-13,12.72
600015,2010-03-31,12.82
600015,2010-02-26,10.97
600015,2010-01-29,10.77
600015,2009-12-31,12.42
600015,2009-11-30,11.31
600015,2009-10-30,11.04
600015,2009-09-30,10.2
600015,2009-08-31,8.87
600015,2009-07-31,13.22
600015,2009-06-30,12.53
600015,2009-05-27,10.01
600015,2009-04-30,10.04
600015,2009-03-31,10.69
600015,2009-02-27,9.23
600015,2009-01-23,8.29
600015,2008-12-31,7.27
600015,2008-11-28,7.29
600015,2008-10-31,7.41
600015,2008-09-26,8.35
600015,2008-08-29,11.16
600015,2008-07-31,10.79
600015,2008-06-30,9.23
600015,2008-05-30,11.78
600015,2008-04-30,14.51
600015,2008-03-31,14.01
600015,2008-02-29,17.14
600015,2008-01-31,19.02
600015,2007-12-28,19.16
600015,2007-11-30,19.49
600015,2007-10-31,20.97
600015,2007-09-27,19.8
600015,2007-08-31,20.27
600015,2007-07-31,13.31
600015,2007-06-29,12.05
600015,2007-05-31,13.1
600015,2007-04-30,13.31
600015,2007-03-30,11.22
600015,2007-02-28,10.15
600015,2007-01-31,10.24
600015,2006-12-29,7.4
600015,2006-11-30,6.3
600015,2006-10-31,5.01
600015,2006-09-29,4.34
600015,2006-08-31,4.0
600015,2006-07-31,3.93
600015,2006-06-30,4.51
600015,2006-04-17,5.68
600015,2006-02-24,6.05
600015,2006-01-25,5.33
600015,2005-12-30,4.75
600015,2005-11-30,4.37
600015,2005-10-31,4.31
600015,2005-09-30,4.24
600015,2005-08-31,4.14
600015,2005-07-29,3.86
600015,2005-06-30,3.76
600015,2005-05-31,3.84
600015,2005-04-29,4.08
600015,2005-03-31,3.78
600015,2005-02-28,4.25
600015,2005-01-31,4.01
600015,2004-12-31,4.15
600015,2004-11-30,4.16
600015,2004-10-27,4.23
600015,2004-09-30,4.97
600015,2004-08-31,5.23
600015,2004-07-30,5.12
600015,2004-06-28,5.16
600015,2004-05-31,5.9
600015,2004-04-30,7.36
600015,2004-03-31,7.72
600015,2004-02-27,7.7
600015,2004-01-30,8.0
600015,2003-12-31,7.64
600015,2003-11-28,6.63
600015,2003-10-31,7.17
600015,2003-09-30,7.23
601012,2018-04-27,34.46
601012,2018-03-30,34.28
601012,2018-02-28,34.46
601012,2018-01-31,38.5
601012,2017-12-29,36.42
601012,2017-11-30,32.03
601012,2017-10-31,32.82
601012,2017-09-29,29.47
601012,2017-08-31,21.39
601012,2017-07-31,22.34
601012,2017-06-30,17.1
601012,2017-05-31,14.79
601012,2017-04-28,16.95
601012,2017-03-31,15.82
601012,2017-02-28,14.72
601012,2017-01-26,14.6
601012,2016-12-30,13.39
601012,2016-11-30,13.76
601012,2016-10-31,13.89
601012,2016-09-30,13.51
601012,2016-08-31,15.15
601012,2016-07-29,14.67
601012,2016-06-30,13.06
601012,2016-05-31,12.04
601012,2016-04-29,12.45
601012,2016-03-31,12.66
601012,2016-02-29,10.6
601012,2016-01-29,10.41
601012,2015-12-31,13.65
601012,2015-11-30,13.75
601012,2015-10-30,12.33
601012,2015-09-30,9.15
601012,2015-08-31,9.55
601012,2015-07-31,12.59
601012,2015-06-30,15.75
601012,2015-05-29,19.62
601012,2015-04-30,53.07
601012,2015-03-31,51.69
601012,2015-02-27,26.55
601012,2015-01-30,24.75
601012,2014-12-31,20.84
601012,2014-11-28,17.87
601012,2014-10-31,19.63
601012,2014-09-30,20.75
601012,2014-08-29,19.47
601012,2014-07-31,16.69
601012,2014-06-18,15.5
601012,2014-05-30,13.56
601012,2014-04-30,13.51
601012,2014-03-31,13.15
601012,2014-02-28,12.59
601012,2014-01-30,15.4
601012,2013-12-16,15.41
601012,2013-11-29,16.31
601012,2013-10-31,15.17
601012,2013-09-30,16.83
601012,2013-08-30,15.3
601012,2013-07-31,11.57
601012,2013-06-28,9.52
601012,2013-05-31,9.11
601012,2013-04-26,7.44
601012,2013-03-29,7.23
601012,2013-02-28,8.55
601012,2013-01-31,8.29
601012,2012-12-31,6.8
601012,2012-11-30,6.02
601012,2012-10-31,6.52
601012,2012-09-28,6.6
601012,2012-08-31,6.52
601012,2012-07-31,6.32
601012,2012-06-29,8.79
601012,2012-05-31,17.34
601012,2012-04-27,18.14
601328,2018-04-27,6.17
601328,2018-03-30,6.19
601328,2018-02-28,6.5
601328,2018-01-31,6.79
601328,2017-12-29,6.21
601328,2017-11-30,6.3
601328,2017-10-31,6.22
601328,2017-09-29,6.32
601328,2017-08-31,6.58
601328,2017-07-31,6.4
601328,2017-06-30,6.16
601328,2017-05-31,6.2
601328,2017-04-28,6.02
601328,2017-03-31,6.23
601328,2017-02-28,6.23
601328,2017-01-26,6.02
601328,2016-12-30,5.77
601328,2016-11-30,5.85
601328,2016-10-31,5.62
601328,2016-09-30,5.54
601328,2016-08-31,5.81
601328,2016-07-29,5.61
601328,2016-06-30,5.63
601328,2016-05-31,5.52
601328,2016-04-29,5.38
601328,2016-03-31,5.58
601328,2016-02-29,5.17
601328,2016-01-29,5.35
601328,2015-12-31,6.44
601328,2015-11-30,6.4
601328,2015-10-30,6.35
601328,2015-09-30,6.09
601328,2015-08-31,6.39
601328,2015-07-31,6.84
601328,2015-06-30,8.24
601328,2015-05-29,6.82
601328,2015-04-30,6.92
601328,2015-03-31,6.39
601328,2015-02-27,6.08
601328,2015-01-30,6.23
601328,2014-12-31,6.8
601328,2014-11-28,5.34
601328,2014-10-31,4.41
601328,2014-09-30,4.29
601328,2014-08-29,4.19
601328,2014-07-31,4.6
601328,2014-06-30,3.88
601328,2014-05-30,3.81
601328,2014-04-30,3.71
601328,2014-03-31,3.78
601328,2014-02-28,3.79
601328,2014-01-30,3.78
601328,2013-12-31,3.84
601328,2013-11-29,4.14
601328,2013-10-31,4.19
601328,2013-09-30,4.3
601328,2013-08-30,3.94
601328,2013-07-31,3.76
601328,2013-06-28,4.07
601328,2013-05-31,4.71
601328,2013-04-26,4.63
601328,2013-03-29,4.71
601328,2013-02-28,5.03
601328,2013-01-31,5.4
601328,2012-12-31,4.94
601328,2012-11-30,4.23
601328,2012-10-31,4.22
601328,2012-09-28,4.26
601328,2012-08-31,4.32
601328,2012-07-31,4.38
601328,2012-06-29,4.54
601328,2012-05-31,4.61
601328,2012-04-27,4.89
601328,2012-03-30,4.71
601328,2012-02-29,5.02
601328,2012-01-31,4.84
601328,2011-12-30,4.48
601328,2011-11-30,4.49
601328,2011-10-31,4.71
601328,2011-09-30,4.48
601328,2011-08-31,4.76
601328,2011-07-29,4.81
601328,2011-06-30,5.54
601328,2011-05-31,5.76
601328,2011-04-29,5.95
601328,2011-03-31,5.69
601328,2011-02-28,5.55
601328,2011-01-31,5.54
601328,2010-12-31,5.48
601328,2010-11-30,5.56
601328,2010-10-29,6.17
601328,2010-09-30,5.8
601328,2010-08-31,6.02
601328,2010-07-30,6.56
601328,2010-06-30,6.01
601328,2010-05-31,6.57
601328,2010-04-30,7.12
601328,2010-03-31,8.28
601328,2010-02-26,8.2
601328,2010-01-29,8.17
601328,2009-12-31,9.35
601328,2009-11-30,8.47
601328,2009-10-30,8.5
601328,2009-09-30,8.33
601328,2009-08-31,7.92
601328,2009-07-31,11.1
601328,2009-06-30,9.01
601328,2009-05-27,7.03
601328,2009-04-30,6.78
601328,2009-03-31,6.44
601328,2009-02-27,5.38
601328,2009-01-23,5.48
601328,2008-12-31,4.73
601328,2008-11-28,4.61
601328,2008-10-31,4.34
601328,2008-09-26,5.98
601328,2008-08-29,7.59
601328,2008-07-31,8.0
601328,2008-06-30,7.48
601328,2008-05-30,8.81
601328,2008-04-30,10.82
601328,2008-03-31,9.99
601328,2008-02-29,11.77
601328,2008-01-31,12.14
601328,2007-12-28,15.63
601328,2007-11-30,14.51
601328,2007-10-31,16.81
601328,2007-09-28,12.96
601328,2007-08-31,13.15
601328,2007-07-31,12.28
601328,2007-06-29,11.0
601328,2007-05-31,13.39
000671,2018-04-27,7.23
000671,2018-03-30,7.7
000671,2018-02-28,8.38
000671,2018-01-31,9.95
000671,2017-12-29,7.87
000671,2017-11-30,6.75
000671,2017-10-31,7.21
000671,2017-09-29,7.0
000671,2017-08-31,5.87
000671,2017-07-31,5.75
000671,2017-06-30,5.82
000671,2017-05-31,5.69
000671,2017-04-28,5.38
000671,2017-03-31,5.48
000671,2017-02-28,5.65
000671,2017-01-26,5.68
000671,2016-12-30,5.57
000671,2016-11-30,6.28
000671,2016-10-28,6.05
000671,2016-09-30,6.31
000671,2016-08-24,6.44
000671,2016-07-29,5.95
000671,2016-06-30,5.94
000671,2016-05-31,6.04
000671,2016-04-29,5.96
000671,2016-03-31,6.22
000671,2016-02-29,6.1
000671,2016-01-29,6.24
000671,2015-12-31,9.03
000671,2015-11-30,7.53
000671,2015-10-30,6.79
000671,2015-09-30,5.7
000671,2015-08-31,14.0
000671,2015-07-31,18.22
000671,2015-06-30,20.78
000671,2015-05-29,23.32
000671,2015-04-30,25.89
000671,2015-03-25,20.06
000671,2015-02-27,16.94
000671,2015-01-30,15.16
000671,2014-12-31,13.87
000671,2014-11-28,14.06
000671,2014-10-31,13.07
000671,2014-09-30,12.6
000671,2014-08-29,12.24
000671,2014-07-31,11.35
000671,2014-06-30,8.79
000671,2014-05-30,8.86
000671,2014-04-30,8.4
000671,2014-03-31,9.45
000671,2014-02-28,7.3
000671,2014-01-30,9.04
000671,2013-12-31,9.29
000671,2013-11-29,10.14
000671,2013-10-31,10.92
000671,2013-09-30,11.25
000671,2013-08-30,12.19
000671,2013-07-31,11.55
000671,2013-06-28,11.85
000671,2013-05-31,13.08
000671,2013-04-26,19.03
000671,2013-03-29,16.4
000671,2013-02-28,18.2
000671,2013-01-31,17.72
000671,2012-12-31,15.5
000671,2012-11-30,12.35
000671,2012-10-31,11.0
000671,2012-09-28,9.76
000671,2012-08-31,8.8
000671,2012-07-31,9.06
000671,2012-06-28,9.08
000671,2012-05-31,9.57
000671,2012-04-27,8.96
000671,2012-03-30,8.08
000671,2012-02-29,7.63
000671,2012-01-31,6.5
000671,2011-12-30,6.35
000671,2011-11-30,6.27
000671,2011-10-31,6.35
000671,2011-09-30,6.25
000671,2011-08-31,7.81
000671,2011-07-29,8.02
000671,2011-06-30,8.36
000671,2011-05-31,6.91
000671,2011-04-29,8.15
000671,2011-03-31,9.15
000671,2011-02-25,8.73
000671,2011-01-31,8.52
000671,2010-12-31,8.45
000671,2010-11-30,9.02
000671,2010-10-29,9.41
000671,2010-09-30,8.88
000671,2010-08-31,15.96
000671,2010-07-30,14.8
000671,2010-06-30,11.02
000671,2010-05-31,11.26
000671,2010-04-30,11.48
000671,2010-03-31,35.58
000671,2010-02-26,26.12
000671,2010-01-29,24.91
000671,2009-12-31,23.9
000671,2009-11-30,25.78
000671,2009-10-30,25.2
000671,2009-09-30,21.8
000671,2009-08-31,18.43
000671,2009-07-31,24.69
000671,2009-06-30,26.8
000671,2009-05-27,19.26
000671,2009-04-30,10.53
000671,2009-03-31,9.8
000671,2009-02-26,8.27
000671,2009-01-23,6.77
000671,2008-12-31,5.75
000671,2008-11-28,4.77
000671,2008-10-31,3.52
000671,2008-09-24,4.55
000671,2008-08-29,5.86
000671,2008-07-31,7.18
000671,2008-06-30,7.05
000671,2008-05-30,10.86
000671,2007-11-22,16.5
000671,2007-10-31,14.18
000671,2007-09-28,17.0
000671,2007-08-31,14.4
000671,2007-07-31,12.1
000671,2007-06-29,8.84
000671,2007-05-31,12.44
000671,2007-04-30,10.93
000671,2007-03-30,10.5
000671,2007-02-28,8.6
000671,2007-01-31,8.72
000671,2006-12-29,7.2
000671,2006-11-30,6.29
000671,2006-10-31,6.25
000671,2006-09-29,6.49
000671,2006-08-31,6.45
000671,2006-07-31,5.79
000671,2006-03-10,5.35
000671,2006-02-28,5.63
000671,2006-01-25,5.34
000671,2005-12-30,5.52
000671,2005-11-30,5.79
000671,2005-10-31,5.84
000671,2005-09-30,5.98
000671,2005-08-31,5.76
000671,2005-07-29,5.57
000671,2005-06-30,5.62
000671,2005-05-31,5.41
000671,2005-04-29,5.75
